,SP500,US_10Y,Oil,Bitcoin
2017-08-03,2472.16,2.24,49.03,2787.02
2017-08-04,2476.83,2.27,49.57,2857.34
2017-08-07,2480.91,2.26,49.37,3398.23
2017-08-08,2474.92,2.29,49.07,3422.43
2017-08-09,2474.02,2.24,49.59,3342.8
2017-08-10,2438.21,2.2,48.54,3444.98
2017-08-11,2441.32,2.19,48.81,3656.15
2017-08-14,2465.84,2.22,47.59,4320.6
2017-08-15,2464.61,2.27,47.57,4159.93
2017-08-16,2468.11,2.23,46.8,4370.01
2017-08-17,2430.01,2.19,47.07,4280.01
2017-08-18,2425.55,2.19,48.59,4101.72
2017-08-21,2428.37,2.18,47.39,4002.0
2017-08-22,2452.51,2.22,47.65,4092.0
2017-08-23,2444.04,2.17,48.45,4143.49
2017-08-24,2438.97,2.19,47.24,4312.03
2017-08-25,2443.05,2.17,47.65,4360.0
2017-08-28,2444.24,2.16,46.4,4384.99
2017-08-29,2446.3,2.13,46.46,4599.0
2017-08-30,2457.59,2.15,45.96,4581.98
2017-08-31,2471.65,2.12,47.26,4743.94
2017-09-01,2476.55,2.16,47.32,4947.99
2017-09-04,,,,4498.25
2017-09-05,2457.85,2.07,48.63,4432.51
2017-09-06,2465.54,2.1,49.13,4616.18
2017-09-07,2465.1,2.05,49.1,4624.18
2017-09-08,2461.43,2.06,47.44,4350.0
2017-09-11,2488.11,2.14,48.06,4210.72
2017-09-12,2496.48,2.17,48.21,4164.52
2017-09-13,2498.37,2.2,49.3,3855.32
2017-09-14,2495.62,2.2,49.86,3250.4
2017-09-15,2500.23,2.2,49.9,3740.02
2017-09-18,2503.87,2.23,49.88,4100.0
2017-09-19,2506.65,2.24,49.54,3910.11
2017-09-20,2508.24,2.28,50.29,3872.06
2017-09-21,2500.6,2.27,50.58,3617.47
2017-09-22,2502.22,2.26,50.33,3619.01
2017-09-25,2496.66,2.22,51.85,3919.78
2017-09-26,2496.84,2.24,51.59,3885.09
2017-09-27,2507.04,2.31,52.14,4200.0
2017-09-28,2510.06,2.31,51.62,4189.42
2017-09-29,2519.36,2.33,51.67,4156.99
2017-10-02,2529.12,2.34,50.59,4392.71
2017-10-03,2534.58,2.33,50.44,4307.99
2017-10-04,2537.74,2.33,50.0,4214.84
2017-10-05,2552.07,2.35,50.79,4320.04
2017-10-06,2549.33,2.37,49.34,4362.99
2017-10-09,2544.73,,49.58,4769.55
2017-10-10,2550.64,2.35,50.93,4750.0
2017-10-11,2555.24,2.35,51.3,4814.99
2017-10-12,2550.93,2.33,50.61,5440.0
2017-10-13,2553.17,2.28,51.43,5624.8
2017-10-16,2557.64,2.3,51.86,5754.9
2017-10-17,2559.36,2.3,51.87,5594.0
2017-10-18,2561.26,2.34,52.05,5574.44
2017-10-19,2562.1,2.33,51.29,5704.01
2017-10-20,2575.21,2.39,51.63,5989.1
2017-10-23,2564.98,2.38,51.91,5905.99
2017-10-24,2569.13,2.42,52.32,5525.43
2017-10-25,2557.15,2.44,51.97,5739.97
2017-10-26,2560.4,2.46,52.41,5891.61
2017-10-27,2581.07,2.42,53.92,5780.0
2017-10-30,2572.83,2.37,54.11,6124.16
2017-10-31,2575.26,2.38,54.36,6445.01
2017-11-01,2579.36,2.37,54.32,6783.69
2017-11-02,2579.85,2.35,54.55,7039.98
2017-11-03,2587.84,2.34,55.63,7170.01
2017-11-06,2591.13,2.32,57.34,6969.76
2017-11-07,2590.64,2.32,57.19,7126.63
2017-11-08,2594.38,2.32,56.82,7467.96
2017-11-09,2584.62,2.33,57.16,7156.0
2017-11-10,2582.3,2.4,56.75,6577.62
2017-11-13,2584.84,2.4,56.77,6535.87
2017-11-14,2578.87,2.38,55.67,6605.0
2017-11-15,2564.62,2.33,55.28,7294.0
2017-11-16,2585.64,2.37,55.14,7838.53
2017-11-17,2578.85,2.35,56.21,7714.71
2017-11-20,2582.14,2.37,56.21,8256.01
2017-11-21,2599.03,2.36,56.84,8109.0
2017-11-22,2597.08,2.32,57.88,8250.0
2017-11-23,,,,8031.16
2017-11-24,2602.42,2.34,58.94,8215.01
2017-11-27,2601.42,2.32,58.1,9768.71
2017-11-28,2627.04,2.34,57.96,9949.0
2017-11-29,2626.07,2.37,57.25,9935.98
2017-11-30,2647.58,2.42,57.4,9903.0
2017-12-01,2642.22,2.37,58.35,10869.84
2017-12-04,2639.44,2.37,57.48,11643.98
2017-12-05,2629.57,2.36,57.66,11718.35
2017-12-06,2629.27,2.33,55.79,14090.0
2017-12-07,2636.98,2.37,56.5,17390.01
2017-12-08,2651.5,2.38,57.15,16367.03
2017-12-11,2659.99,2.39,57.84,16885.76
2017-12-12,2664.11,2.4,57.12,17730.12
2017-12-13,2662.85,2.36,56.59,16689.61
2017-12-14,2652.01,2.35,57.0,16749.78
2017-12-15,2675.81,2.35,57.29,17738.67
2017-12-18,2690.16,2.39,57.17,19039.01
2017-12-19,2681.47,2.46,57.49,17838.73
2017-12-20,2679.25,2.49,58.09,16496.89
2017-12-21,2684.57,2.48,58.34,15758.8
2017-12-22,2683.34,2.48,58.25,14210.57
2017-12-25,,,,14171.98
2017-12-26,2680.5,2.47,59.55,15790.88
2017-12-27,2682.62,2.42,59.67,15367.08
2017-12-28,2687.54,2.43,59.84,14450.01
2017-12-29,2673.61,2.4,60.46,14565.05
2018-01-01,,,,13480.01
2018-01-02,2695.81,2.46,60.37,14781.51
2018-01-03,2713.06,2.44,61.61,15098.14
2018-01-04,2723.99,2.46,61.98,15144.99
2018-01-05,2743.15,2.47,61.49,16960.01
2018-01-08,2747.71,2.49,61.73,14993.74
2018-01-09,2751.29,2.55,62.92,14480.99
2018-01-10,2748.23,2.55,63.6,14875.18
2018-01-11,2767.56,2.54,63.81,13308.06
2018-01-12,2786.24,2.55,64.22,13820.0
2018-01-15,,,,13590.0
2018-01-16,2776.42,2.54,63.82,11570.01
2018-01-17,2802.56,2.57,63.92,11200.01
2018-01-18,2798.03,2.62,63.96,11305.53
2018-01-19,2810.3,2.64,63.38,11498.99
2018-01-22,2832.97,2.66,63.66,10766.7
2018-01-23,2839.13,2.63,64.45,10824.94
2018-01-24,2837.54,2.65,65.69,11356.79
2018-01-25,2839.25,2.63,65.62,11118.0
2018-01-26,2872.87,2.66,66.27,11086.89
2018-01-29,2853.53,2.7,65.71,11123.01
2018-01-30,2822.43,2.73,64.64,9995.0
2018-01-31,2823.81,2.72,64.82,10099.99
2018-02-01,2821.98,2.78,65.92,9014.23
2018-02-02,2762.13,2.84,65.5,8787.52
2018-02-05,2648.94,2.77,64.18,6905.19
2018-02-06,2695.14,2.79,63.48,7688.46
2018-02-07,2681.66,2.84,61.91,7575.75
2018-02-08,2581.0,2.85,61.3,8218.1
2018-02-09,2619.55,2.83,59.2,8671.01
2018-02-12,2656.0,2.86,59.41,8872.28
2018-02-13,2662.94,2.83,59.33,8520.01
2018-02-14,2698.63,2.91,60.7,9472.98
2018-02-15,2731.2,2.9,61.48,10031.23
2018-02-16,2732.22,2.87,61.89,10167.49
2018-02-19,,,,11140.0
2018-02-20,2716.26,2.88,61.91,11235.57
2018-02-21,2701.33,2.94,61.73,10454.27
2018-02-22,2703.96,2.92,62.72,9830.0
2018-02-23,2747.3,2.88,63.52,10144.99
2018-02-26,2779.6,2.86,63.81,10300.0
2018-02-27,2744.28,2.9,62.94,10566.57
2018-02-28,2713.83,2.87,61.43,10307.27
2018-03-01,2677.67,2.81,60.98,10895.92
2018-03-02,2691.25,2.86,61.19,11000.0
2018-03-05,2720.94,2.88,62.49,11377.54
2018-03-06,2728.12,2.88,62.54,10700.0
2018-03-07,2726.8,2.89,61.09,9920.0
2018-03-08,2738.97,2.86,60.13,9304.9
2018-03-09,2786.57,2.9,62.02,9255.0
2018-03-12,2783.02,2.87,61.35,9120.0
2018-03-13,2765.31,2.84,60.69,9145.41
2018-03-14,2749.48,2.81,60.89,8207.03
2018-03-15,2747.33,2.82,61.16,8259.99
2018-03-16,2752.01,2.85,62.29,8275.0
2018-03-19,2712.92,2.85,62.01,8589.0
2018-03-20,2716.94,2.89,63.37,8900.0
2018-03-21,2711.93,2.89,65.1,8891.81
2018-03-22,2643.69,2.83,64.25,8715.09
2018-03-23,2588.26,2.82,65.8,8927.1
2018-03-26,2658.55,2.85,65.49,8145.0
2018-03-27,2612.62,2.78,65.21,7793.61
2018-03-28,2605.0,2.77,64.3,7942.72
2018-03-29,2640.87,2.74,64.87,7079.99
2018-03-30,,,,6848.01
2018-04-02,2581.88,2.73,63.05,7045.01
2018-04-03,2614.45,2.79,63.41,7424.9
2018-04-04,2644.69,2.79,63.35,6791.68
2018-04-05,2662.84,2.83,63.53,6785.85
2018-04-06,2604.47,2.77,62.03,6619.01
2018-04-09,2613.16,2.78,63.4,6771.13
2018-04-10,2656.87,2.8,65.48,6824.99
2018-04-11,2642.19,2.79,66.81,6942.99
2018-04-12,2663.99,2.83,67.07,7916.0
2018-04-13,2656.3,2.82,67.35,7893.19
2018-04-16,2677.84,2.83,66.23,8048.93
2018-04-17,2706.39,2.82,66.5,7892.1
2018-04-18,2708.64,2.87,68.44,8152.05
2018-04-19,2693.13,2.92,68.3,8274.0
2018-04-20,2670.14,2.96,68.26,8866.27
2018-04-23,2670.29,2.98,67.61,8931.3
2018-04-24,2634.56,3.0,67.66,9650.0
2018-04-25,2639.4,3.03,68.0,8865.98
2018-04-26,2666.94,3.0,68.18,9272.11
2018-04-27,2669.91,2.96,68.11,8922.55
2018-04-30,2648.05,2.95,68.56,9243.82
2018-05-01,2654.8,2.97,67.28,9072.29
2018-05-02,2635.67,2.97,67.91,9190.48
2018-05-03,2629.73,2.94,68.45,9725.74
2018-05-04,2663.42,2.95,69.71,9685.0
2018-05-07,2672.63,2.95,70.74,9356.25
2018-05-08,2671.92,2.97,68.83,9177.81
2018-05-09,2697.79,3.0,71.16,9300.08
2018-05-10,2723.07,2.97,71.36,9010.51
2018-05-11,2727.72,2.97,70.69,8403.33
2018-05-14,2730.13,3.0,71.01,8670.0
2018-05-15,2711.45,3.08,71.34,8477.46
2018-05-16,2722.46,3.09,71.43,8344.0
2018-05-17,2720.13,3.11,71.47,8059.0
2018-05-18,2712.97,3.06,71.23,8238.51
2018-05-21,2733.01,3.06,72.26,8393.44
2018-05-22,2724.44,3.06,72.09,7987.7
2018-05-23,2733.29,3.01,71.85,7505.0
2018-05-24,2727.76,2.98,70.77,7584.15
2018-05-25,2721.33,2.93,67.92,7459.11
2018-05-28,,,,7107.94
2018-05-29,2689.86,2.77,66.8,7460.0
2018-05-30,2724.01,2.84,68.24,7380.01
2018-05-31,2705.27,2.83,66.98,7485.0
2018-06-01,2734.62,2.89,65.81,7514.32
2018-06-04,2746.87,2.94,64.76,7487.37
2018-06-05,2748.8,2.92,65.51,7612.51
2018-06-06,2772.35,2.97,64.75,7655.0
2018-06-07,2770.37,2.93,65.96,7684.93
2018-06-08,2779.03,2.93,65.77,7618.83
2018-06-11,2782.0,2.96,66.1,6881.0
2018-06-12,2786.85,2.96,66.38,6544.99
2018-06-13,2775.63,2.98,66.63,6302.32
2018-06-14,2782.49,2.94,66.91,6638.49
2018-06-15,2779.66,2.93,65.01,6391.22
2018-06-18,2773.75,2.92,65.91,6709.02
2018-06-19,2762.59,2.89,65.09,6736.41
2018-06-20,2767.32,2.93,65.92,6756.1
2018-06-21,2749.76,2.9,65.68,6719.01
2018-06-22,2754.88,2.9,69.02,6059.82
2018-06-25,2717.07,2.87,69.91,6246.01
2018-06-26,2723.06,2.88,75.23,6074.0
2018-06-27,2699.63,2.83,77.41,6132.17
2018-06-28,2716.31,2.84,73.45,5851.66
2018-06-29,2718.37,2.85,74.13,6202.36
2018-07-02,2726.71,2.87,73.89,6611.79
2018-07-03,2713.22,2.83,74.19,6502.62
2018-07-04,,,,6587.47
2018-07-05,2736.61,2.84,73.05,6532.95
2018-07-06,2759.82,2.82,73.78,6600.0
2018-07-09,2784.17,2.86,73.93,6664.01
2018-07-10,2793.84,2.87,74.11,6303.7
2018-07-11,2774.02,2.85,70.47,6390.04
2018-07-12,2798.29,2.85,70.28,6249.75
2018-07-13,2801.31,2.83,71.03,6216.29
2018-07-16,2798.43,2.85,68.22,6728.81
2018-07-17,2809.55,2.86,68.03,7315.01
2018-07-18,2815.62,2.88,68.78,7378.99
2018-07-19,2804.49,2.84,69.42,7470.01
2018-07-20,2801.83,2.89,70.31,7334.46
2018-07-23,2806.98,2.96,67.9,7720.09
2018-07-24,2820.4,2.95,70.77,8385.5
2018-07-25,2846.07,2.94,71.13,8157.15
2018-07-26,2837.44,2.98,71.59,7931.99
2018-07-27,2818.82,2.96,68.66,8184.21
2018-07-30,2802.6,2.98,71.19,8170.01
2018-07-31,2816.29,2.96,69.88,7727.27
2018-08-01,2813.36,3.0,68.8,7603.99
2018-08-02,2827.22,2.98,68.95,7533.92
2018-08-03,2840.35,2.95,68.49,7414.08
2018-08-06,2850.4,2.94,69.01,6938.0
2018-08-07,2858.45,2.98,69.17,6718.22
2018-08-08,2857.7,2.96,66.92,6282.5
2018-08-09,2853.58,2.93,66.81,6546.45
2018-08-10,2833.28,2.87,67.61,6146.01
2018-08-13,2821.93,2.88,67.25,6253.67
2018-08-14,2839.96,2.89,67.04,6195.01
2018-08-15,2818.37,2.86,65.07,6269.01
2018-08-16,2840.69,2.87,65.44,6315.9
2018-08-17,2850.13,2.87,65.93,6585.49
2018-08-20,2857.05,2.82,66.5,6258.74
2018-08-21,2862.96,2.85,67.32,6475.89
2018-08-22,2861.82,2.82,67.85,6359.99
2018-08-23,2856.98,2.82,69.13,6526.36
2018-08-24,2874.69,2.82,69.71,6690.88
2018-08-27,2896.74,2.85,69.97,6911.9
2018-08-28,2897.52,2.88,68.54,7071.01
2018-08-29,2914.04,2.89,69.68,7030.9
2018-08-30,2901.13,2.86,70.25,6983.0
2018-08-31,2901.52,2.86,69.84,7015.01
2018-09-03,,,,7256.98
2018-09-04,2896.72,2.9,69.82,7360.0
2018-09-05,2888.6,2.9,68.69,6687.96
2018-09-06,2878.05,2.88,67.81,6495.0
2018-09-07,2871.68,2.94,67.73,6395.01
2018-09-10,2877.13,2.94,67.55,6300.0
2018-09-11,2887.89,2.98,69.29,6282.53
2018-09-12,2888.92,2.97,70.37,6326.0
2018-09-13,2904.18,2.97,68.6,6485.99
2018-09-14,2904.98,2.99,68.98,6478.04
2018-09-17,2888.8,2.99,68.86,6250.7
2018-09-18,2904.31,3.05,69.87,6335.7
2018-09-19,2907.95,3.08,71.08,6386.94
2018-09-20,2930.75,3.07,70.77,6493.11
2018-09-21,2929.67,3.07,70.8,6750.0
2018-09-24,2919.37,3.08,73.23,6582.09
2018-09-25,2915.56,3.1,73.4,6436.89
2018-09-26,2905.97,3.06,72.22,6455.66
2018-09-27,2914.0,3.06,72.18,6680.01
2018-09-28,2913.98,3.05,73.16,6620.01
2018-10-01,2924.59,3.09,75.37,6572.83
2018-10-02,2923.43,3.05,75.16,6498.46
2018-10-03,2925.51,3.15,76.4,6466.03
2018-10-04,2901.61,3.19,74.44,6547.45
2018-10-05,2885.57,3.23,74.26,6593.94
2018-10-08,2884.43,,74.27,6608.07
2018-10-09,2880.34,3.21,74.95,6589.48
2018-10-10,2785.68,3.22,73.18,6524.56
2018-10-11,2728.37,3.14,70.97,6154.69
2018-10-12,2767.13,3.15,71.41,6188.01
2018-10-15,2750.79,3.16,71.84,6440.42
2018-10-16,2809.92,3.16,71.93,6457.11
2018-10-17,2809.21,3.19,69.63,6443.7
2018-10-18,2768.78,3.17,68.63,6394.96
2018-10-19,2767.78,3.2,69.16,6382.99
2018-10-22,2755.88,3.2,69.25,6407.65
2018-10-23,2740.69,3.17,66.49,6395.14
2018-10-24,2656.1,3.1,66.56,6415.98
2018-10-25,2705.57,3.14,67.25,6395.58
2018-10-26,2658.69,3.08,67.58,6404.87
2018-10-29,2641.25,3.08,67.0,6266.0
2018-10-30,2682.63,3.12,66.18,6267.63
2018-10-31,2711.74,3.15,65.31,6304.18
2018-11-01,2740.37,3.14,63.67,6344.0
2018-11-02,2723.06,3.22,63.12,6349.8
2018-11-05,2738.31,3.2,63.12,6404.0
2018-11-06,2755.45,3.22,62.16,6448.5
2018-11-07,2813.89,3.22,61.69,6503.12
2018-11-08,2806.83,3.24,60.71,6406.24
2018-11-09,2781.01,3.19,60.19,6334.89
2018-11-12,2726.22,,59.85,6327.87
2018-11-13,2722.18,3.14,55.63,6259.34
2018-11-14,2701.58,3.12,56.16,5605.46
2018-11-15,2730.2,3.11,56.45,5579.52
2018-11-16,2736.27,3.08,56.49,5512.24
2018-11-19,2690.73,3.06,57.16,4733.5
2018-11-20,2641.89,3.06,53.39,4349.23
2018-11-21,2649.93,3.06,54.41,4545.11
2018-11-22,,,,4265.36
2018-11-23,2632.56,3.05,,4283.8
2018-11-26,2673.45,3.07,51.46,3731.32
2018-11-27,2682.17,3.06,51.31,3775.0
2018-11-28,2743.79,3.06,50.06,4225.03
2018-11-29,2737.76,3.03,51.46,4248.0
2018-11-30,2760.17,3.01,50.78,3976.0
2018-12-03,2790.37,2.98,52.98,3833.47
2018-12-04,2700.06,2.91,53.21,3901.84
2018-12-05,,,52.64,3694.39
2018-12-06,2695.95,2.87,51.54,3433.26
2018-12-07,2633.08,2.85,52.76,3380.01
2018-12-10,2637.72,2.85,51.07,3410.15
2018-12-11,2636.78,2.89,51.65,3349.36
2018-12-12,2651.07,2.91,51.04,3430.24
2018-12-13,2650.54,2.91,52.69,3265.0
2018-12-14,2599.95,2.89,51.26,3195.71
2018-12-17,2545.94,2.86,49.8,3496.82
2018-12-18,2546.16,2.82,46.12,3667.77
2018-12-19,2506.96,2.77,47.96,3682.51
2018-12-20,2467.42,2.79,45.64,4075.34
2018-12-21,2416.62,2.79,45.38,3839.06
2018-12-24,2351.1,2.74,,4034.0
2018-12-25,,,,3780.0
2018-12-26,2467.7,2.81,46.04,3809.88
2018-12-27,2488.83,2.77,44.48,3589.89
2018-12-28,2485.74,2.72,45.15,3888.06
2018-12-31,2506.85,2.69,,3691.86
2019-01-01,,,,3826.1
2019-01-02,2510.03,2.66,46.31,3890.79
2019-01-03,2447.89,2.56,46.92,3787.57
2019-01-04,2531.94,2.67,47.76,3820.25
2019-01-07,2549.69,2.7,48.27,4006.01
2019-01-08,2574.41,2.73,49.58,3993.86
2019-01-09,2584.96,2.74,52.19,4004.12
2019-01-10,2596.64,2.74,52.42,3626.12
2019-01-11,2596.26,2.71,51.44,3635.69
2019-01-14,2582.61,2.71,50.31,3664.19
2019-01-15,2610.3,2.72,51.8,3580.76
2019-01-16,2616.1,2.73,52.08,3609.71
2019-01-17,2635.96,2.75,51.83,3640.65
2019-01-18,2670.71,2.79,53.6,3607.85
2019-01-21,,,,3531.76
2019-01-22,2632.9,2.74,52.59,3577.03
2019-01-23,2638.7,2.76,52.44,3553.01
2019-01-24,2642.33,2.72,52.94,3568.97
2019-01-25,2664.76,2.76,53.53,3562.17
2019-01-28,2643.85,2.75,51.79,3429.95
2019-01-29,2640.0,2.72,53.07,3397.42
2019-01-30,2681.05,2.7,54.18,3437.55
2019-01-31,2704.1,2.63,53.84,3411.5
2019-02-01,2706.53,2.7,55.29,3437.5
2019-02-04,2724.87,2.73,54.57,3409.57
2019-02-05,2737.7,2.71,53.69,3428.4
2019-02-06,2731.61,2.7,53.94,3367.36
2019-02-07,2706.05,2.65,52.68,3359.0
2019-02-08,2707.88,2.63,52.75,3621.99
2019-02-11,2709.8,2.65,52.43,3590.36
2019-02-12,2744.73,2.68,53.14,3588.06
2019-02-13,2753.03,2.71,53.84,3576.68
2019-02-14,2745.73,2.66,54.4,3561.5
2019-02-15,2775.6,2.66,55.58,3566.59
2019-02-18,,,,3867.0
2019-02-19,2779.76,2.65,56.12,3888.01
2019-02-20,2784.7,2.65,56.9,3938.99
2019-02-21,2774.88,2.69,56.95,3897.71
2019-02-22,2792.67,2.65,57.01,3942.02
2019-02-25,2796.11,2.67,55.32,3818.79
2019-02-26,2793.9,2.64,55.4,3799.48
2019-02-27,2792.38,2.69,56.92,3799.91
2019-02-28,2784.49,2.73,57.21,3792.14
2019-03-01,2803.69,2.76,55.76,3806.17
2019-03-04,2792.81,2.72,56.6,3700.72
2019-03-05,2789.65,2.72,56.55,3844.59
2019-03-06,2771.45,2.69,56.22,3851.89
2019-03-07,2748.93,2.64,56.6,3857.05
2019-03-08,2743.07,2.62,55.77,3843.12
2019-03-11,2783.3,2.64,56.79,3849.68
2019-03-12,2791.52,2.61,56.89,3860.0
2019-03-13,2810.92,2.61,58.27,3851.02
2019-03-14,2808.48,2.63,58.59,3853.95
2019-03-15,2822.48,2.59,58.51,3902.8
2019-03-18,2832.94,2.6,59.09,3970.5
2019-03-19,2832.57,2.61,59.12,4000.85
2019-03-20,2824.23,2.54,60.12,4031.85
2019-03-21,2854.88,2.54,59.98,3972.76
2019-03-22,2800.71,2.44,58.87,3983.78
2019-03-25,2798.36,2.43,58.71,3907.53
2019-03-26,2818.46,2.41,59.87,3921.45
2019-03-27,2805.37,2.39,59.39,4026.53
2019-03-28,2815.44,2.39,59.29,4011.17
2019-03-29,2834.4,2.41,60.19,4091.01
2019-04-01,2867.19,2.49,61.59,4137.0
2019-04-02,2867.24,2.48,62.53,4901.93
2019-04-03,2873.4,2.52,62.46,4975.97
2019-04-04,2879.39,2.51,62.12,4906.49
2019-04-05,2892.74,2.5,63.1,5040.66
2019-04-08,2895.77,2.52,64.37,5285.54
2019-04-09,2878.2,2.51,64.05,5187.21
2019-04-10,2888.21,2.48,64.62,5318.58
2019-04-11,2888.32,2.51,63.61,5041.3
2019-04-12,2907.41,2.56,63.86,5078.19
2019-04-15,2905.58,2.55,63.43,5029.99
2019-04-16,2907.06,2.6,64.01,5202.9
2019-04-17,2900.45,2.59,63.74,5227.0
2019-04-18,2905.03,2.57,64.02,5280.49
2019-04-19,,,,5290.36
2019-04-22,2907.97,2.59,65.66,5387.6
2019-04-23,2933.68,2.57,66.24,5532.75
2019-04-24,2927.25,2.53,65.96,5441.9
2019-04-25,2926.17,2.54,65.23,5134.81
2019-04-26,2939.88,2.51,63.29,5159.51
2019-04-29,2943.03,2.54,63.39,5148.25
2019-04-30,2945.83,2.51,63.83,5270.69
2019-05-01,2923.73,2.52,63.55,5321.15
2019-05-02,2917.52,2.55,61.75,5390.01
2019-05-03,2945.64,2.54,61.98,5657.4
2019-05-06,2932.47,2.51,62.3,5687.9
2019-05-07,2884.05,2.45,61.41,5748.45
2019-05-08,2879.42,2.49,62.13,5948.41
2019-05-09,2870.72,2.45,61.58,6153.09
2019-05-10,2881.4,2.47,61.65,6343.14
2019-05-13,2811.87,2.4,60.97,7824.93
2019-05-14,2834.41,2.42,61.82,7990.92
2019-05-15,2850.96,2.37,62.03,8203.32
2019-05-16,2876.32,2.4,62.93,7878.96
2019-05-17,2859.53,2.39,62.77,7363.69
2019-05-20,2840.23,2.41,63.12,7999.54
2019-05-21,2864.36,2.43,63.02,7951.7
2019-05-22,2856.27,2.39,61.42,7626.48
2019-05-23,2822.24,2.31,57.65,7881.98
2019-05-24,2826.06,2.32,58.4,7994.88
2019-05-27,,,,8783.25
2019-05-28,2802.39,2.26,58.91,8686.5
2019-05-29,2783.02,2.25,58.84,8660.5
2019-05-30,2788.86,2.22,56.47,8273.57
2019-05-31,2752.06,2.14,53.49,8550.18
2019-06-03,2744.45,2.07,53.25,8015.01
2019-06-04,2803.27,2.12,53.5,7688.26
2019-06-05,2826.15,2.12,51.57,7766.91
2019-06-06,2843.49,2.12,52.59,7812.15
2019-06-07,2873.34,2.09,53.95,7992.17
2019-06-10,2886.73,2.15,53.33,8046.13
2019-06-11,2885.72,2.15,53.3,7918.2
2019-06-12,2879.84,2.13,51.13,8169.01
2019-06-13,2891.64,2.1,52.38,8256.0
2019-06-14,2886.98,2.09,52.47,8693.98
2019-06-17,2889.67,2.09,51.94,9346.47
2019-06-18,2917.75,2.06,53.86,9089.99
2019-06-19,2926.46,2.03,53.74,9283.99
2019-06-20,2954.18,2.01,56.88,9542.6
2019-06-21,2950.46,2.07,57.35,10175.88
2019-06-24,2945.35,2.02,57.73,11040.03
2019-06-25,2917.38,2.0,57.63,11736.99
2019-06-26,2913.78,2.05,59.17,12902.52
2019-06-27,2924.92,2.01,59.18,11127.4
2019-06-28,2941.76,2.0,58.2,12317.73
2019-07-01,2964.33,2.03,58.91,10570.62
2019-07-02,2973.01,1.98,56.0,10885.01
2019-07-03,2995.82,1.96,57.06,12022.61
2019-07-04,,,,11130.95
2019-07-05,2990.41,2.04,,11038.61
2019-07-08,2975.95,2.05,57.35,12298.31
2019-07-09,2979.63,2.07,57.57,12559.46
2019-07-10,2993.07,2.07,60.28,12083.13
2019-07-11,2999.91,2.13,59.93,11323.95
2019-07-12,3013.77,2.12,59.99,11811.99
2019-07-15,3014.3,2.09,59.3,10855.56
2019-07-16,3004.04,2.13,57.44,9436.0
2019-07-17,2984.42,2.06,56.5,9708.55
2019-07-18,2995.11,2.04,55.08,10654.25
2019-07-19,2976.61,2.05,55.42,10548.04
2019-07-22,2985.03,2.05,55.87,10304.64
2019-07-23,3005.47,2.08,56.58,9833.19
2019-07-24,3019.56,2.05,55.9,9751.24
2019-07-25,3003.67,2.08,55.88,9880.67
2019-07-26,3025.86,2.08,56.04,9841.96
2019-07-29,3020.97,2.06,56.85,9503.32
2019-07-30,3013.18,2.06,58.04,9580.0
2019-07-31,2980.38,2.02,58.53,10099.0
2019-08-01,2953.56,1.9,53.64,10417.24
2019-08-02,2932.05,1.86,55.67,10533.07
2019-08-05,2844.74,1.75,54.63,11775.14
